user_id,username,full_name,department,role,location,hostname,device_id,status,hire_date,termination_date,manager_username,user_id_clean,username_clean,full_name_clean,manager_username_clean,department_clean,role_clean,location_clean,hostname_clean,device_id_clean,hire_date_clean,termination_date_clean,status_clean,is_terminated,total_iam_events,failed_logins,mfa_failures,avg_iam_risk,max_iam_risk,tampered_iam_ips,total_alerts,critical_alerts,high_alerts,active_alerts,temporal_anomalies,high_threat_alerts,max_severity_score,total_fw_events,denied_fw_events,tampered_fw_ips,threat_flagged_fw,total_bytes_transferred,identity_risk_score,access_risk_score,endpoint_risk_score,network_risk_score,composite_threat_score,threat_tier,is_terminated_active_breach,is_brute_force_suspect,is_tampering_suspect,is_ml_anomaly,anomaly_score,behavior_cluster
EMP11369,sachi.mishra30,Sachi Mishra,Marketing,Executive,Head Office,lpt-11369,dev 82373,Disabled,2026-06-03 06:47:41,2026/07/31,unknown,EMP11369,sachi.mishra30,Sachi Mishra,unknown,Marketing,Executive,Head Office,LPT-11369,DEV-82373,2026-06-03 06:47:41,2026-07-31 00:00:00,TERMINATED,True,5,2,0,49.8,75.0,4,2,0,0,1,0,2,50.0,8,1,8,0,272722932.0,100.0,79.5,60.0,45.0,73.9,HIGH,True,False,True,False,0.395,Baseline Normal Activity
EMP12581,sai.sani51,Sai Sani,finance dept,Analyst,Warehouse,WS_12581,,L,2024/03/23,10/08/2025 06:05,,EMP12581,sai.sani51,Sai Sani,none,Finance,Analyst,Warehouse,WS-12581,,2024-03-23 00:00:00,2025-08-10 06:05:00,TERMINATED,True,8,1,0,57.25,100.0,6,3,0,0,3,0,0,50.0,7,3,5,0,195680407.0,100.0,100.0,30.0,57.14,73.9,HIGH,True,False,True,False,0.423,Baseline Normal Activity
EMP12737,kashish.raman24,Kashish Raman,Information Technology,Manager,data center,LPT-12737,dev 85743,LEFT,2025-10-01 18:35:36,not available,  manager296  ,EMP12737,kashish.raman24,Kashish Raman,manager296,Engineering,Manager,Data Center,LPT-12737,DEV-85743,2025-10-01 18:35:36,,TERMINATED,True,4,0,0,20.0,38.0,2,3,0,1,3,1,3,75.0,6,1,3,1,114531959.0,100.0,34.0,100.0,51.67,73.8,HIGH,True,False,True,False,0.466,Zero-Trust Deprovisioning Breaches
11729,anvi.biswas59,Anvi Biswas,sales dept,Manager,Regional Office,VDR-11729,dev99368,Deactivated,01-20-2024 10:46:27 AM,,manager340,EMP11729,anvi.biswas59,Anvi Biswas,manager340,Sales,Manager,Regional Office,VDR-11729,DEV-99368,2024-01-20 10:46:27,,TERMINATED,True,6,2,0,49.0,93.0,3,1,0,1,1,0,1,75.0,9,2,7,0,186330395.0,100.0,81.0,55.0,48.89,73.8,HIGH,True,False,True,False,0.396,Baseline Normal Activity
EMP12569,mitali.bhardwaj73,Mitali Bhardwaj,People Team,Manager,Remote,LPT-12569,dev63240,D,2020/03/12,,manager871,EMP12569,mitali.bhardwaj73,Mitali Bhardwaj,manager871,People Team,Manager,Remote / WFH,LPT-12569,DEV-63240,2020-03-12 00:00:00,,TERMINATED,True,5,2,0,50.4,96.0,3,1,0,0,1,0,1,25.0,5,2,5,1,106958591.0,100.0,82.5,35.0,71.0,73.6,HIGH,True,False,True,False,0.403,Baseline Normal Activity
12396,tanay.dani38,Tanay Dani,IT,Consultant,Head Office,WS-12396,dev 64209,LEFT,2022-03-15 12:13:37,2026-02-19 15:56:31,manager204,EMP12396,tanay.dani38,Tanay Dani,manager204,Engineering,Consultant,Head Office,WS-12396,DEV-64209,2022-03-15 12:13:37,2026-02-19 15:56:31,TERMINATED,True,9,2,0,46.77777777777778,87.0,4,1,0,0,1,1,0,50.0,7,1,6,1,256091236.0,100.0,85.5,40.0,60.71,73.5,HIGH,True,False,True,False,0.468,Zero-Trust Deprovisioning Breaches
EMP11458,agastya_wali58,Agastya Wali,Call Center,Consultant,,WS-11458,DEV53917,D,1675778641,12/11/2023 09:41,unknown,EMP11458,agastya_wali58,Agastya Wali,unknown,Call Center,Consultant,Head Office,WS-11458,DEV-53917,2023-02-07 14:04:01,2023-11-12 09:41:00,TERMINATED,True,4,1,0,70.75,100.0,2,2,0,1,2,0,1,75.0,11,2,6,0,237463171.0,100.0,71.0,65.0,47.27,73.5,HIGH,True,False,True,False,0.377,Baseline Normal Activity
EMP-11903,amruta.modi14,Amruta Modi,SALES,Administrator,remote,LPT-11903,DEV-97614,Exited,2025-03-21 08:53:36,06/05/2026,,EMP11903,amruta.modi14,Amruta Modi,none,Sales,Administrator,Remote / WFH,LPT-11903,DEV-97614,2025-03-21 08:53:36,2026-05-06 00:00:00,TERMINATED,True,4,2,1,55.0,78.0,2,1,0,0,1,0,1,25.0,9,2,8,2,361448512.0,100.0,76.0,35.0,78.89,73.5,HIGH,True,False,True,False,0.434,Baseline Normal Activity
EMP12919,baghyawati.boase84,Baghyawati Boase,HR,Executive,Branch_Office,vdr-12919,,Deactivated,2021-09-08 13:39:41,2025-06-18 22:26:00,manager742,EMP12919,baghyawati.boase84,Baghyawati Boase,manager742,Human Resources,Executive,Branch Office,VDR-12919,,2021-09-08 13:39:41,2025-06-18 22:26:00,TERMINATED,True,5,2,0,49.4,59.0,0,3,0,0,2,1,3,50.0,14,0,9,0,508561019.0,100.0,41.5,100.0,40.0,73.4,HIGH,True,False,True,False,0.491,Zero-Trust Deprovisioning Breaches
emp11108,urvashi.palan16,Urvashi Palan,FINANCE,Officer,,WS_11108,DEV87178,D,2024-03-01T04:36:33,2025-08-25T04:33:06,manager986,EMP11108,urvashi.palan16,Urvashi Palan,manager986,Finance,Officer,Head Office,WS-11108,DEV-87178,2024-03-01 04:36:33,2025-08-25 04:33:06,TERMINATED,True,2,0,0,58.0,59.0,1,2,1,0,1,0,1,100.0,12,4,8,3,370138075.0,100.0,37.0,70.0,83.33,73.4,HIGH,True,False,True,False,0.49,High IAM / Failed Login Surge
EMP10753,tanmayi.rai5,Tanmayi Rai,Procurement,Analyst,REMOTE,LPT-10753,DEV24563,Blocked,25/11/2023,,manager402,EMP10753,tanmayi.rai5,Tanmayi Rai,manager402,Procurement,Analyst,Remote / WFH,LPT-10753,DEV-24563,2023-11-25 00:00:00,,TERMINATED,True,6,1,1,42.333333333333336,97.0,2,4,0,0,1,0,1,50.0,13,6,7,1,329252460.0,100.0,79.5,35.0,73.46,73.3,HIGH,True,False,True,False,0.489,Baseline Normal Activity
EMP 10840,azad.hora31,Azad Hora,Human Resource,Executive,BRANCH OFFICE,LPT-10840,DEV42189,Blocked,22/08/2022,2025-01-08 11:22:19,,EMP10840,azad.hora31,Azad Hora,none,Human Resources,Executive,Branch Office,LPT-10840,DEV-42189,2022-08-22 00:00:00,2025-01-08 11:22:19,TERMINATED,True,4,3,1,25.5,93.0,3,1,0,0,1,0,0,50.0,12,4,7,2,433074891.0,100.0,96.5,10.0,83.33,73.3,HIGH,True,False,True,False,0.498,Baseline Normal Activity
emp_10877,amara.sawhney88,Amara Sawhney,hr dept,Director,Remote,vdr-10877,,Deactivated,22/04/2021 18:19,2025/03/22,,EMP10877,amara.sawhney88,Amara Sawhney,none,Human Resources,Director,Remote / WFH,VDR-10877,,2021-04-22 18:19:00,2025-03-22 00:00:00,TERMINATED,True,6,0,0,36.666666666666664,83.0,3,1,0,1,1,0,1,75.0,13,4,10,1,267174277.0,100.0,64.0,55.0,67.31,73.2,HIGH,True,False,True,False,0.416,Baseline Normal Activity
emp_11208,utkarsh.tata53,Utkarsh Tata,Marketing,Officer,regional office,LPT-11208,dev69055,Left,,03-Jul-2026 15:12:47,unknown,EMP11208,utkarsh.tata53,Utkarsh Tata,unknown,Marketing,Officer,Regional Office,LPT-11208,DEV-69055,,2026-07-03 15:12:47,TERMINATED,True,4,0,0,51.5,100.0,3,1,0,0,1,0,1,50.0,11,3,9,2,451550514.0,100.0,72.5,35.0,80.91,73.1,HIGH,True,False,True,False,0.419,Baseline Normal Activity
EMP10349,vedant.kashyap40,Vedant Kashyap,LEGAL,Engineer,Head Office,LPT-10349,DEV-21300,Resigned,1608971711,03-01-2026 10:25:16 PM,manager782,EMP10349,vedant.kashyap40,Vedant Kashyap,manager782,Legal,Engineer,Head Office,LPT-10349,DEV-21300,2020-12-26 08:35:11,2026-01-03 22:25:16,TERMINATED,True,5,2,1,40.4,89.0,4,1,0,0,1,0,1,50.0,5,1,3,1,147667631.0,100.0,94.5,35.0,53.0,73.0,HIGH,True,False,True,False,0.439,Baseline Normal Activity
EMP11661,  rachana.badami21  ,Rachana Badami,finance dept,Executive,DATA CENTER,lpt-11661,DEV-79770,Exited,,10-31-2025 07:58:25 PM,manager816,EMP11661,rachana.badami21,Rachana Badami,manager816,Finance,Executive,Data Center,LPT-11661,DEV-79770,,2025-10-31 19:58:25,TERMINATED,True,2,1,0,50.0,100.0,0,2,0,1,1,0,2,75.0,9,1,7,0,274892618.0,100.0,56.0,80.0,44.44,72.9,HIGH,True,False,True,False,0.389,High IAM / Failed Login Surge
EMP11492,vasudha.sridhar67,Vasudha Sridhar,R&D,Director,HEAD OFFICE,WS-11492,DEV-44082,Terminated,2024-07-27 11:04:56,2026-03-22 15:53:26,MANAGER646,EMP11492,vasudha.sridhar67,Vasudha Sridhar,manager646,R&D,Director,Head Office,WS-11492,DEV-44082,2024-07-27 11:04:56,2026-03-22 15:53:26,TERMINATED,True,2,2,0,98.0,100.0,1,2,0,0,2,0,2,50.0,4,2,2,0,39972458.0,100.0,69.5,70.0,40.0,72.9,HIGH,True,False,True,False,0.399,Baseline Normal Activity
EMP12580,lohit.muni84,Lohit Muni,Business Sales,Officer,data center,VDR-12580,DEV-47877,Leave,1617912014,,,EMP12580,lohit.muni84,Lohit Muni,none,Sales,Officer,Data Center,VDR-12580,DEV-47877,2021-04-08 20:00:14,,INACTIVE_LEAVE,False,9,2,1,44.0,99.0,5,6,1,1,4,0,3,100.0,9,0,9,0,323836653.0,50.0,99.5,100.0,40.0,72.9,HIGH,False,False,True,False,0.481,High IAM / Failed Login Surge
EMP 10244,BISHAKHA.CHOPRA60,Bishakha Chopra,Marketing,Executive,DATA CENTER,VDR-10244.corp.local,,Resigned,12-25-2025 09:00:52 PM,,manager402,EMP10244,bishakha.chopra60,Bishakha Chopra,manager402,Marketing,Executive,Data Center,VDR-10244,,2025-12-25 21:00:52,,TERMINATED,True,4,0,0,33.0,82.0,1,3,1,0,2,0,1,100.0,6,2,6,0,206659185.0,100.0,48.5,80.0,53.33,72.8,HIGH,True,False,True,False,0.436,High IAM / Failed Login Surge
EMP10152,finn.vig49,Finn Vig,Support,Engineer,WAREHOUSE,VDR-10152,DEV-97562,DISABLED,2020/08/11,,manager570,EMP10152,finn.vig49,Finn Vig,manager570,Support,Engineer,Warehouse,VDR-10152,DEV-97562,2020-08-11 00:00:00,,TERMINATED,True,75,15,2,51.42666666666667,100.0,35,1,0,0,1,0,1,50.0,8,1,8,0,350393170.0,100.0,100.0,35.0,45.0,72.8,HIGH,True,True,True,True,0.562,Active EDR / Malware Threats
EMP12497,ethan.dave63,Ethan Dave,Ops Team,Specialist,Remote,VDR-12497.corp.local,dev 26569,Resigned,2026/04/23,,manager246,EMP12497,ethan.dave63,Ethan Dave,manager246,Operations,Specialist,Remote / WFH,VDR-12497,DEV-26569,2026-04-23 00:00:00,,TERMINATED,True,12,3,1,28.416666666666668,74.0,5,4,0,0,3,0,1,50.0,6,1,3,0,187203216.0,100.0,87.0,55.0,36.67,72.8,HIGH,True,False,True,False,0.461,Baseline Normal Activity
emp_10562,manan.desai49,Manan Desai,PURCH,Administrator,,,dev 28985,Exited,13-Jun-2025 05:09:19,,manager727,EMP10562,manan.desai49,Manan Desai,manager727,Purch,Administrator,Head Office,,DEV-28985,2025-06-13 05:09:19,,TERMINATED,True,9,0,0,24.0,81.0,4,7,0,1,7,0,4,75.0,0,0,0,0,0.0,100.0,70.5,100.0,0.0,72.6,HIGH,True,False,False,False,0.471,High IAM / Failed Login Surge
emp11908,hitesh.keer31,Hitesh Keer,Support,Consultant,,lpt-11908,,OOO,21/02/2020 01:12,,  manager205  ,EMP11908,hitesh.keer31,Hitesh Keer,manager205,Support,Consultant,Head Office,LPT-11908,,2020-02-21 01:12:00,,INACTIVE_LEAVE,False,7,1,0,44.0,100.0,3,5,0,1,5,1,3,75.0,8,2,7,1,193140108.0,50.0,78.5,100.0,65.0,72.6,HIGH,False,False,True,False,0.407,Zero-Trust Deprovisioning Breaches
EMP11557,oscar.kari74,Oscar Kari,SALES,Executive,BRANCH OFFICE,VDR-11557,dev27014,D,03-19-2021 12:41:37 AM,29/11/2021,manager834,EMP11557,oscar.kari74,Oscar Kari,manager834,Sales,Executive,Branch Office,VDR-11557,DEV-27014,2021-03-19 00:41:37,2021-11-29 00:00:00,TERMINATED,True,2,0,0,50.0,100.0,1,2,1,0,2,0,0,100.0,7,3,5,1,219099432.0,100.0,57.5,55.0,72.14,72.6,HIGH,True,False,True,False,0.45,High IAM / Failed Login Surge
EMP-10661,yug.lalla64,Yug Lalla,R&D,Executive,warehouse,LPT-10661,,On Leave,2020/01/05,not available,manager576,EMP10661,yug.lalla64,Yug Lalla,manager576,R&D,Executive,Warehouse,LPT-10661,,2020-01-05 00:00:00,,INACTIVE_LEAVE,False,6,3,1,32.166666666666664,87.0,4,5,0,0,5,0,3,50.0,4,0,3,1,82194522.0,50.0,93.5,100.0,45.0,72.4,HIGH,False,False,True,False,0.45,High IAM / Failed Login Surge
emp_12131,chaaya_sodhi94,Chaaya Sodhi,CS,Officer,REGIONAL OFFICE,VDR-12131,dev 47980,L,1714260396,08-15-2024 03:57:07 PM,,EMP12131,chaaya_sodhi94,Chaaya Sodhi,none,Cs,Officer,Regional Office,VDR-12131,DEV-47980,2024-04-27 23:26:36,2024-08-15 15:57:07,TERMINATED,True,3,0,0,65.66666666666667,98.0,1,2,0,0,0,0,2,50.0,9,2,7,2,199117114.0,100.0,56.5,50.0,78.89,72.4,HIGH,True,False,True,False,0.402,Baseline Normal Activity
EMP10682,dhruv.sami40,Dhruv Sami,RD,Trainee,branch office,LPT-10682,dev28837,L,,1767836603,manager816,EMP10682,dhruv.sami40,Dhruv Sami,manager816,Rd,Trainee,Branch Office,LPT-10682,DEV-28837,,2026-01-08 01:43:23,TERMINATED,True,6,1,1,34.5,68.0,1,2,0,0,1,0,2,50.0,8,2,7,1,216433832.0,100.0,57.5,60.0,65.0,72.4,HIGH,True,False,True,False,0.415,Baseline Normal Activity
EMP10141,,Nidhi Murty,Operations,Executive,,LPT-10141,,OOO,11/10/2024 02:08,,manager225,EMP10141,unknown,Nidhi Murty,manager225,Operations,Executive,Head Office,LPT-10141,,2024-10-11 02:08:00,,INACTIVE_LEAVE,False,6,0,0,55.0,98.0,2,6,1,1,5,0,4,100.0,10,3,8,2,451874223.0,50.0,64.0,100.0,82.0,72.4,HIGH,False,False,True,False,0.433,High IAM / Failed Login Surge
11250,triya.venkataraman48,Triya Venkataraman,customer care,Analyst,REGIONAL OFFICE,,dev 44037,Resigned,1589399974,2022-12-15T05:30:24,MANAGER437,EMP11250,triya.venkataraman48,Triya Venkataraman,manager437,Customer Care,Analyst,Regional Office,,DEV-44037,2020-05-13 19:59:34,2022-12-15 05:30:24,TERMINATED,True,3,2,0,53.666666666666664,100.0,1,4,1,1,2,0,2,100.0,0,0,0,0,0.0,100.0,69.5,100.0,0.0,72.4,HIGH,True,False,False,True,0.507,High IAM / Failed Login Surge
EMP 11688,pranav.master58,Pranav Master,Accounts,Executive,Regional_Office,WS-11688,DEV-64997,Exited,09-Mar-2021 04:48:18,2024/06/06,,EMP11688,pranav.master58,Pranav Master,none,Finance,Executive,Regional Office,WS-11688,DEV-64997,2021-03-09 04:48:18,2024-06-06 00:00:00,TERMINATED,True,4,0,0,20.0,58.0,3,2,1,0,2,0,1,100.0,6,1,6,0,174210595.0,100.0,51.5,80.0,46.67,72.2,HIGH,True,False,True,False,0.444,High IAM / Failed Login Surge
EMP10980,imaran.dayal67,Imaran Dayal,Purchase,Executive,HEAD OFFICE,LPT-10980,,Disabled,10-04-2024 03:36:32 AM,not available,  manager300  ,EMP10980,imaran.dayal67,Imaran Dayal,manager300,Purchase,Executive,Head Office,LPT-10980,,2024-04-10 03:36:32,,TERMINATED,True,2,1,0,41.0,66.0,0,3,0,1,2,0,2,75.0,12,3,10,0,505974283.0,100.0,39.0,90.0,50.0,72.2,HIGH,True,False,True,False,0.413,High IAM / Failed Login Surge
EMP11077,veer.sekhon76,Veer Sekhon,Sales,Manager,WAREHOUSE,WS_11077,dev26700,Disabled,27/03/2023,29/03/2023 19:58,manager704,EMP11077,veer.sekhon76,Veer Sekhon,manager704,Sales,Manager,Warehouse,WS-11077,DEV-26700,2023-03-27 00:00:00,2023-03-29 19:58:00,TERMINATED,True,5,1,1,54.0,100.0,4,1,0,0,1,0,0,50.0,10,2,8,2,337301983.0,100.0,96.0,10.0,78.0,72.1,HIGH,True,False,True,False,0.456,Baseline Normal Activity
EMP11534,xavier.bal12,Xavier Bal,Customer Support,Manager,,LPT-11534,,Deactivated,2020/09/29,23/09/2024,manager295,EMP11534,xavier.bal12,Xavier Bal,manager295,Support,Manager,Head Office,LPT-11534,,2020-09-29 00:00:00,2024-09-23 00:00:00,TERMINATED,True,4,0,0,43.0,82.0,1,2,0,0,2,0,2,50.0,11,2,9,1,413769811.0,100.0,48.5,70.0,62.27,72.1,HIGH,True,False,True,False,0.388,Baseline Normal Activity
EMP10173,dalbir.sem96,Dalbir Sem,R&D,Engineer,WAREHOUSE,LPT-10173,dev50562,ON_LEAVE,,not available,,EMP10173,dalbir.sem96,Dalbir Sem,none,R&D,Engineer,Warehouse,LPT-10173,DEV-50562,,,INACTIVE_LEAVE,False,5,1,1,78.2,98.0,1,2,1,0,1,0,2,100.0,7,1,6,3,329105096.0,50.0,72.5,95.0,75.71,72.0,HIGH,False,False,True,False,0.452,High IAM / Failed Login Surge
EMP10560,jasmit_ramaswamy33,Jasmit Ramaswamy,OPERATIONS,Analyst,,LPT-10560,dev56018,L,24/02/2025 11:01,2026-05-17T18:28:20,manager651,EMP10560,jasmit_ramaswamy33,Jasmit Ramaswamy,manager651,Operations,Analyst,Head Office,LPT-10560,DEV-56018,2025-02-24 11:01:00,2026-05-17 18:28:20,TERMINATED,True,2,1,0,11.5,15.0,0,4,0,1,3,0,2,75.0,9,3,4,1,329834115.0,100.0,13.5,100.0,68.33,72.0,HIGH,True,False,True,False,0.439,High IAM / Failed Login Surge
EMP-12403,ANDREW.VASA6,Andrew Vasa,Sales,Consultant,Regional_Office,,dev 64516,D,26/04/2026,05-10-2026 11:48:30 PM,MANAGER150,EMP12403,andrew.vasa6,Andrew Vasa,manager150,Sales,Consultant,Regional Office,,DEV-64516,2026-04-26 00:00:00,2026-10-05 23:48:30,TERMINATED,True,5,3,0,56.4,100.0,2,4,0,1,4,0,1,75.0,0,0,0,0,0.0,100.0,83.0,85.0,0.0,72.0,HIGH,True,False,False,False,0.49,High IAM / Failed Login Surge
EMP12733,nilima.basak27,Nilima Basak,PURCH,Director,BRANCH OFFICE,WS-12733,dev 99094,D,2025-12-03 13:31:37,1785502562,,EMP12733,nilima.basak27,Nilima Basak,none,Purch,Director,Branch Office,WS-12733,DEV-99094,2025-12-03 13:31:37,2026-07-31 12:56:02,TERMINATED,True,5,1,1,60.2,83.0,3,2,0,0,2,0,1,50.0,9,3,9,0,353972539.0,100.0,80.0,45.0,53.33,71.9,HIGH,True,False,True,False,0.427,Baseline Normal Activity
EMP 11325,  vaishnavi.barad69  ,Vaishnavi Barad,Purchase,Analyst,WORK FROM HOME,LPT-11325,DEV42757,D,08-26-2020 12:34:51 AM,2024-05-19 13:40:40,manager144,EMP11325,vaishnavi.barad69,Vaishnavi Barad,manager144,Purchase,Analyst,Remote / WFH,LPT-11325,DEV-42757,2020-08-26 00:34:51,2024-05-19 13:40:40,TERMINATED,True,3,1,0,61.0,74.0,2,3,0,1,2,0,1,75.0,8,0,7,1,152703582.0,100.0,58.0,65.0,55.0,71.8,HIGH,True,False,True,False,0.407,Baseline Normal Activity
EMP10393,aarini.deep10,Aarini Deep,IT Support,Administrator,head office,WS-10393,dev 44226,ON_LEAVE,18/08/2020,not available,manager484,EMP10393,aarini.deep10,Aarini Deep,manager484,Support,Administrator,Head Office,WS-10393,DEV-44226,2020-08-18 00:00:00,,INACTIVE_LEAVE,False,66,11,2,52.5,100.0,31,2,0,2,1,0,1,75.0,8,5,5,0,169200141.0,50.0,100.0,75.0,65.0,71.8,HIGH,False,True,True,True,0.552,Active EDR / Malware Threats
EMP10114,CHATURA.DUBE60,Chatura Dube,Mktg,Officer,BRANCH OFFICE,LPT-10114,dev67898,L,2024/12/30,,manager567,EMP10114,chatura.dube60,Chatura Dube,manager567,Marketing,Officer,Branch Office,LPT-10114,DEV-67898,2024-12-30 00:00:00,,TERMINATED,True,7,2,0,37.285714285714285,87.0,3,3,0,1,1,0,0,75.0,10,1,8,3,395255712.0,100.0,78.0,30.0,74.0,71.8,HIGH,True,False,True,False,0.413,Baseline Normal Activity
emp12839,  lipika.parsa25  ,Lipika Parsa,FINANCE,Specialist,Regional Office,WS-12839,dev 37879,D,,29/07/2024 22:10,manager140,EMP12839,lipika.parsa25,Lipika Parsa,manager140,Finance,Specialist,Regional Office,WS-12839,DEV-37879,,2024-07-29 22:10:00,TERMINATED,True,1,0,0,58.0,58.0,0,5,0,0,4,1,3,50.0,10,2,9,0,318781808.0,100.0,29.0,100.0,48.0,71.8,HIGH,True,False,True,False,0.476,Zero-Trust Deprovisioning Breaches
emp11379,victor.manne39,Victor Manne,Business Sales,Administrator,Regional Office,WS_11379,dev74254,D,,08-24-2025 05:13:04 PM,MANAGER198,EMP11379,victor.manne39,Victor Manne,manager198,Sales,Administrator,Regional Office,WS-11379,DEV-74254,,2025-08-24 17:13:04,TERMINATED,True,4,0,0,44.5,98.0,2,2,1,0,1,1,0,100.0,2,0,2,1,40134875.0,100.0,64.0,75.0,35.0,71.8,HIGH,True,False,True,True,0.53,Zero-Trust Deprovisioning Breaches
EMP10917,  abha.chaudhary85  ,Abha Chaudhary,FINANCE,Specialist,Head_Office,vdr-10917,dev96554,Resigned,2022/07/07,04-13-2026 07:11:21 PM,manager666,EMP10917,abha.chaudhary85,Abha Chaudhary,manager666,Finance,Specialist,Head Office,VDR-10917,DEV-96554,2022-07-07 00:00:00,2026-04-13 19:11:21,TERMINATED,True,1,0,0,65.0,65.0,1,5,0,0,4,0,1,50.0,11,2,7,3,329344971.0,100.0,40.0,65.0,77.27,71.7,HIGH,True,False,True,False,0.409,Baseline Normal Activity
EMP12721,advika.pai76,Advika Pai,Procurement,Analyst,Work_From_Home,LPT-12721,DEV-86225,D,21/01/2024,03-03-2025 02:52:15 PM,manager151,EMP12721,advika.pai76,Advika Pai,manager151,Procurement,Analyst,Remote / WFH,LPT-12721,DEV-86225,2024-01-21 00:00:00,2025-03-03 14:52:15,TERMINATED,True,4,0,0,66.5,94.0,1,2,0,1,2,0,1,75.0,10,1,10,1,378304363.0,100.0,54.5,65.0,59.0,71.7,HIGH,True,False,True,False,0.387,Baseline Normal Activity
EMP-10540,zinal.samra91,Zinal Samra,hr dept,Manager,Warehouse,ws-10540,,Resigned,17-Dec-2022 11:51:46,06/06/2026 08:27,manager720,EMP10540,zinal.samra91,Zinal Samra,manager720,Human Resources,Manager,Warehouse,WS-10540,,2022-12-17 11:51:46,2026-06-06 08:27:00,TERMINATED,True,4,1,0,51.5,100.0,1,3,0,1,2,0,1,75.0,10,2,8,0,392476804.0,100.0,63.5,65.0,48.0,71.7,HIGH,True,False,True,False,0.384,Baseline Normal Activity
EMP11082,om_jain49,Om Jain,IT Support,Consultant,Branch_Office,vdr-11082,dev 37605,Disabled,,05-12-2022 02:11:31 PM,,EMP11082,om_jain49,Om Jain,none,Support,Consultant,Branch Office,VDR-11082,DEV-37605,,2022-12-05 14:11:31,TERMINATED,True,4,1,0,18.25,28.0,1,3,0,1,1,0,3,75.0,9,2,6,0,330391869.0,100.0,27.5,100.0,48.89,71.7,HIGH,True,False,True,False,0.428,High IAM / Failed Login Surge
emp_10714,matthew.prabhu13,Matthew Prabhu,CS,Consultant,WORK FROM HOME,WS-10714,DEV90017,Resigned,2022-04-26 21:49:40,,,EMP10714,matthew.prabhu13,Matthew Prabhu,none,Cs,Consultant,Remote / WFH,WS-10714,DEV-90017,2022-04-26 21:49:40,,TERMINATED,True,5,0,0,39.8,47.0,2,6,1,1,4,0,3,100.0,3,0,2,1,119510635.0,100.0,38.5,100.0,35.0,71.6,HIGH,True,False,True,False,0.482,High IAM / Failed Login Surge
EMP-12644,yashvi.chatterjee62,Yashvi Chatterjee,Human Resource,Engineer,REMOTE,lpt-12644,,OOO,05-30-2023 12:16:53 PM,,manager808,EMP12644,yashvi.chatterjee62,Yashvi Chatterjee,manager808,Human Resources,Engineer,Remote / WFH,LPT-12644,,2023-05-30 12:16:53,,INACTIVE_LEAVE,False,7,1,0,70.57142857142857,100.0,3,3,1,0,1,0,3,100.0,8,4,4,0,168634844.0,50.0,78.5,100.0,60.0,71.6,HIGH,False,False,True,False,0.439,High IAM / Failed Login Surge
emp11650,charita.rattan19,Charita Rattan,Information Technology,Trainee,Data_Center,VDR-11650,dev80975,DISABLED,2023-06-03 16:30:48,31/01/2026 22:07,MANAGER515,EMP11650,charita.rattan19,Charita Rattan,manager515,Engineering,Trainee,Data Center,VDR-11650,DEV-80975,2023-06-03 16:30:48,2026-01-31 22:07:00,TERMINATED,True,5,3,1,72.6,98.0,3,1,0,0,1,0,1,50.0,11,0,7,0,349109317.0,100.0,99.0,35.0,40.0,71.5,HIGH,True,False,True,False,0.496,Baseline Normal Activity
EMP-12778,,Ethan Babu,operations dept,Director,remote,LPT-12778,DEV97441,Resigned,2021/02/24,1617240130,manager826,EMP12778,unknown,Ethan Babu,manager826,Operations,Director,Remote / WFH,LPT-12778,DEV-97441,2021-02-24 00:00:00,2021-04-01 01:22:10,TERMINATED,True,2,1,0,72.0,94.0,1,1,0,1,1,0,1,75.0,10,2,9,1,237878198.0,100.0,60.5,55.0,63.0,71.5,HIGH,True,False,True,False,0.376,Baseline Normal Activity
EMP-11502,wyatt.jani93,Wyatt Jani,Call Center,Officer,Data Center,WS-11502,dev 91062,Exited,,06-04-2025 12:25:00 PM,unknown,EMP11502,wyatt.jani93,Wyatt Jani,unknown,Call Center,Officer,Data Center,WS-11502,DEV-91062,,2025-04-06 12:25:00,TERMINATED,True,6,1,0,50.5,76.0,1,3,0,1,1,0,1,75.0,9,1,7,2,345544715.0,100.0,51.5,55.0,74.44,71.5,HIGH,True,False,True,False,0.392,Baseline Normal Activity
EMP10501,  dominic.mand25  ,Dominic Mand,hr dept,Executive,Regional_Office,vdr-10501,dev17128,Deactivated,09-01-2024 05:18:19 AM,2025-11-02T03:47:46,,EMP10501,dominic.mand25,Dominic Mand,none,Human Resources,Executive,Regional Office,VDR-10501,DEV-17128,2024-01-09 05:18:19,2025-11-02 03:47:46,TERMINATED,True,4,1,0,45.5,93.0,2,2,0,1,2,0,0,75.0,9,4,4,1,322990442.0,100.0,67.5,40.0,72.78,71.4,HIGH,True,False,True,False,0.417,Baseline Normal Activity
EMP11389,aadhya.uppal43,Aadhya Uppal,Legal Dept,Engineer,Warehouse,vdr-11389,DEV42598,Resigned,22/04/2020 01:56,14/10/2024 00:45,manager507,EMP11389,aadhya.uppal43,Aadhya Uppal,manager507,Legal,Engineer,Warehouse,VDR-11389,DEV-42598,2020-04-22 01:56:00,2024-10-14 00:45:00,TERMINATED,True,5,1,0,67.0,94.0,0,3,0,0,3,0,2,50.0,6,0,5,0,162574535.0,100.0,53.0,80.0,40.0,71.2,HIGH,True,False,True,False,0.416,High IAM / Failed Login Surge
