user_id,username,full_name,department,role,location,hostname,device_id,status,hire_date,termination_date,manager_username
EMP11228,TANMAYI.DHAR12,Tanmayi Dhar,People Team,Trainee,WORK FROM HOME,,DEV37259,A,05/03/2024 14:22,NA,NA
EMP12769,banjeet.savant73,Banjeet Savant,procurement team,Director,branch office,LPT-12769,,ACTIVE,01-07-2025 02:13:31 AM,not available,NA
11537,nachiket.subramaniam52,Nachiket Subramaniam,Purchase,Administrator,Head Office,vdr-11537,dev 61111,ACTIVE,1638296501,NA,manager254
EMP-11741,warda.rajagopal65,Warda Rajagopal,Customer Support,Analyst,Warehouse,LPT-11741,DEV-85427,A,06-Sep-2024 04:25:11,,manager268
EMP 11351,raksha.de11,Raksha De,People Team,Engineer,Warehouse,VDR_11351,DEV-85292,ACTIVE,03-30-2026 07:22:18 AM,,manager850
11376,matthew.dalal24,Matthew Dalal,R&D,Administrator,BRANCH OFFICE,LPT-11376.corp.local,,LEFT,23/05/2024 02:34,not available,manager103
12162,megha.garg48,Megha Garg,Procurement,Analyst,DATA CENTER,WS-12162,dev11006,Enabled,2025-01-19T20:36:12,NA,
EMP12813,DAMYANTI.PALAN49,Damyanti Palan,IT Dept,Consultant,branch office,LPT-12813,,A,2020-08-16 21:24:55,,manager408
EMP11861,WAZIR.KHATRI54,Wazir Khatri,IT,Officer,,VDR-11861,DEV-93888,Disabled,16/07/2026,,
EMP12716,lakshmi.sen22,Lakshmi Sen,SALES,Administrator,Remote,WS-12716,dev 53940,Disabled,04-05-2024 12:00:42 PM,05-07-2025 10:48:06 AM,manager879
EMP12709,manan.jhaveri26,Manan Jhaveri,LEGAL,Manager,Head Office,VDR-12709,dev 90900,Enabled,2026-01-22T19:40:32,NA,manager545
emp11659,VRITTI.SUNDARAM41,Vritti Sundaram,Operations,Engineer,regional office,LPT-11659,,ACTIVE,2020-07-24T03:02:16,,manager423
EMP10436,omkaar_pau69,Omkaar Pau,SALES,Consultant,Head Office,WS-10436,dev79603,ACTIVE,10-03-2025 01:59:57 PM,,manager851
EMP12078,omya.comar71,Omya Comar,Business Sales,Executive,Head_Office,LPT-12078,DEV44774,Enabled,02-28-2024 02:24:49 AM,NA,MANAGER802
EMP11222,vasatika.saraf30,Vasatika Saraf,Human Resources,Executive,WAREHOUSE,LPT-11222,dev92764,Working,2023/05/02,,unknown
11491,zarna.mandal21,Zarna Mandal,Sales,Trainee,,LPT-11491,dev 10902,Active,2025-10-19 23:21:55,,manager987
EMP11912,vinaya.ravi27,Vinaya Ravi,HR,Consultant,BRANCH OFFICE,VDR-11912,dev25568,Active,02-16-2022 04:57:51 PM,,unknown
emp10313,nathaniel.seshadri86,Nathaniel Seshadri,RnD,Officer,regional office,ws-10313,dev 88246,ACTIVE,04-May-2023 14:12:09,,manager456
EMP10233,onveer.borah62,Onveer Borah,Business Sales,Engineer,Work From Home,VDR-10233,dev45537,Exited,,14/01/2026 08:21,manager700
EMP11436,christopher.sarna67,Christopher Sarna,Innovation,Executive,HEAD OFFICE,VDR-11436,dev60551,Working,2024-11-01 22:11:19,not available,manager819
EMP10685,anamika.sundaram14,Anamika Sundaram,Ops Team,Officer,Regional Office,LPT-10685,,Enabled,30/05/2023 07:02,not available,MANAGER344
EMP12918,nitara.gulati69,Nitara Gulati,sales team,Manager,Head Office,WS_12918,dev 18374,A,02-10-2024 08:42:46 PM,NA,
EMP10111,  jai.memon6  ,Jai Memon,OPERATIONS,Analyst,remote,WS-10111,dev 59131,Active,2022-01-28T16:40:49,not available,manager679
EMP11213,divya.gupta70,Divya Gupta,Compliance,Director,REMOTE,VDR-11213,,Enabled,30/05/2022 00:31,not available,MANAGER977
EMP11413,tejas.vora50,Tejas Vora,operations dept,Specialist,work from home,VDR-11413,DEV89269,Working,09/04/2026 14:30,,unknown
EMP11127,kritika.gole37,Kritika Gole,IT Support,Executive,Data Center,WS-11127,dev53412,Resigned,13/05/2021 01:45,10/06/2025 04:35,unknown
emp12916,kashvi.toor41,Kashvi Toor,R&D,Analyst,remote,LPT-12916,DEV-94372,Working,2024/01/26,not available,manager791
emp11971,aachal.cheema98,Aachal Cheema,IT Support,Director,Branch Office,VDR-11971,,Active,04/05/2026 03:15,not available,manager279
EMP10472,ARYAN.GOUR66,Aryan Gour,Brand Team,Officer,Work_From_Home,WS-10472,dev82559,Enabled,16/09/2021 03:22,not available,manager831
EMP12835,reva.pal71,Reva Pal,sales team,Engineer,remote,VDR-12835.corp.local,DEV-89596,Enabled,2025/05/02,NA,manager571
EMP12251,isaac.rajagopal76,Isaac Rajagopal,Mktg,Trainee,,VDR-12251,DEV-54536,Working,2022-05-27T18:11:04,not available,manager954
EMP10903,unni.guha76,Unni Guha,Ops Team,Specialist,Work From Home,VDR-10903,dev96108,Live,1656594163,not available,manager499
10897,tanvi.singh95,Tanvi Singh,R&D,Trainee,,,DEV-68918,Enabled,2021-09-17T12:52:50,not available,manager949
12448,aarna.magar22,Aarna Magar,procurement team,Consultant,,LPT-12448,,ACTIVE,26/09/2021,NA,manager619
EMP11939,EKBAL.WALIA16,Ekbal Walia,sales team,Director,branch office,ws-11939,,Active,26/09/2022,,manager150
EMP 12293,NIDHI.PILLAI54,Nidhi Pillai,Innovation,Analyst,Warehouse,,dev58089,Working,2023-02-19 02:53:56,NA,
EMP12896,  pahal.shere50  ,Pahal Shere,Legal Dept,Executive,Work From Home,VDR-12896.corp.local,DEV38001,Enabled,18-Jun-2025 09:00:01,not available,unknown
12684,omaja.venkatesh99,Omaja Venkatesh,sales team,Analyst,Head_Office,VDR_12684,,Working,2026-04-23 18:36:26,NA,NA
EMP10361,ONKAR.BUTALA89,Onkar Butala,IT Support,Consultant,Head_Office,VDR-10361,dev59319,DISABLED,09/03/2026 09:05,18/04/2026,manager343
EMP10135,  jagdish.comar6  ,Jagdish Comar,customer care,Administrator,Data_Center,VDR-10135,,Live,28/01/2024,NA,
EMP11309,sachi.venkatesh74,Sachi Venkatesh,CS,Engineer,branch office,ws-11309,dev 74369,A,2022-06-07 20:22:01,,manager859
EMP12995,harrison.mangal35,Harrison Mangal,procurement team,Analyst,WORK FROM HOME,LPT-12995,DEV35518,ACTIVE,25/04/2022,,
EMP11547,ryan.rau52,Ryan Rau,People Team,Consultant,Remote,ws-11547,dev18559,A,2025-07-18 16:46:50,not available,manager818
emp12328,EESHA.NIGAM82,Eesha Nigam,RD,Engineer,Regional Office,VDR-12328,dev 34917,LEFT,17-Feb-2025 16:00:01,02-18-2025 06:32:55 PM,manager973
EMP10366,zinal.saha75,Zinal Saha,Human Resource,Executive,head office,lpt-10366,,Enabled,2023-06-16 23:46:22,NA,manager466
EMP11017,kalpit.mannan92,Kalpit Mannan,marketing dept,Director,Warehouse,lpt-11017,DEV-64401,Active,03/04/2025 05:46,NA,manager568
EMP10029,victor.guha7,Victor Guha,procurement team,Trainee,WAREHOUSE,VDR-10029,dev 30635,Live,26/04/2024,not available,manager290
EMP12578,krisha.bansal35,Krisha Bansal,LEGAL,Director,data center,LPT_12578,DEV17034,ACTIVE,2024-09-06T10:58:23,NA,manager759
EMP10022,zarna.chawla28,Zarna Chawla,Call Center,Executive,Regional_Office,vdr-10022,DEV85525,ACTIVE,09-Jan-2024 11:25:06,NA,unknown
EMP10408,akshay.sarraf2,Akshay Sarraf,PURCH,Specialist,Warehouse,WS-10408.corp.local,dev 24748,Live,1617618864,not available,manager696
EMP11924,chandani.palan99,Chandani Palan,IT Dept,Engineer,data center,WS_11924,DEV59220,Enabled,15/12/2023,not available,
EMP11100,vasatika.buch89,Vasatika Buch,Operations,Officer,remote,VDR-11100,,Working,2025-11-07 07:48:07,NA,manager939
EMP10420,yauvani_narasimhan28,Yauvani Narasimhan,Business Sales,Engineer,regional office,LPT-10420,dev 45269,Live,2024-05-13T17:01:23,NA,manager899
12390,hemani.mohanty26,Hemani Mohanty,marketing dept,Director,data center,WS-12390,dev 18876,ACTIVE,01-16-2021 04:47:15 PM,,manager538
EMP10460,jatin.mangal83,Jatin Mangal,legal,Director,,LPT-10460,,ACTIVE,2024-11-15T08:34:52,NA,manager977
emp_10043,deepa.wagle29,Deepa Wagle,Sales,Trainee,REMOTE,ws-10043,dev 39831,A,2025-08-12 15:38:29,not available,MANAGER436
10087,janani.dyal31,Janani Dyal,FINANCE,Officer,,LPT-10087,dev 10350,A,2025-11-11 19:14:14,NA,manager398
EMP10859,gautami.kibe60,Gautami Kibe,Sales,Administrator,REGIONAL OFFICE,LPT-10859,,Live,2023-08-25 13:21:10,not available,  manager252  
EMP10572,baljiwan.yadav12,Baljiwan Yadav,R&D,Administrator,,WS-10572,dev44053,Live,2020/02/02,NA,  manager934  
EMP10944,quincy.goda70,Quincy Goda,Fin,Administrator,Branch_Office,LPT-10944,DEV-43496,A,1619236894,NA,MANAGER517
EMP 10282,theodore_bajaj68,Theodore Bajaj,IT,Engineer,Branch Office,VDR-10282,DEV-84289,Working,2020-05-24 15:54:43,,unknown
emp_12658,nathaniel.mody8,Nathaniel Mody,LEGAL,Officer,,LPT-12658,,Working,2026-06-17 14:25:39,not available,manager321
EMP12466,ojasvi.natt3,Ojasvi Natt,HR,Officer,data center,LPT-12466,DEV-64322,Terminated,18/04/2020,2025-08-31 00:17:54,unknown
EMP10102,  gaurangi.samra66  ,Gaurangi Samra,finance dept,Manager,Remote,WS-10102,DEV-54548,Terminated,26/04/2024 11:39,04-30-2024 11:18:18 AM,MANAGER405
emp_12932,dalbir.ahuja10,Dalbir Ahuja,customer care,Manager,Data_Center,VDR-12932,DEV82327,ACTIVE,09/06/2022 16:21,,unknown
emp_12476,laksh.kakar31,Laksh Kakar,finance dept,Trainee,Data_Center,LPT-12476,dev 65784,Working,23/07/2024,,manager849
EMP-10533,ayaan.kalita91,Ayaan Kalita,Legal,Executive,Work_From_Home,vdr-10533,dev25608,Working,10-19-2023 12:31:39 PM,,NA
EMP10776,IJAYA.GODA34,Ijaya Goda,Ops,Executive,BRANCH OFFICE,VDR-10776,DEV14546,Enabled,04-Dec-2022 07:05:30,not available,manager559
EMP12527,joshua.dash97,Joshua Dash,Ops Team,Manager,Work From Home,VDR-12527,,D,,23-Aug-2026 18:46:51,
EMP12430,  mekhala.loyal73  ,Mekhala Loyal,People Team,Manager,Data Center,vdr-12430,,Active,,NA,manager724
EMP-12464,,Zaitra Nori,LEGAL,Administrator,Head_Office,,dev 44217,ACTIVE,1629264173,not available,unknown
emp_12179,bhavika_naidu97,Bhavika Naidu,Business Sales,Officer,,WS-12179,,D,13/04/2022,07/12/2025,
EMP10809,,Advaith Tiwari,Fin,Consultant,Data Center,WS_10809,dev38085,Enabled,20/06/2023,NA,manager421
EMP10964,bahadurjit.ramanathan73,Bahadurjit Ramanathan,sales team,Officer,Regional_Office,WS-10964,,Deactivated,2020-03-12 19:45:56,,  manager645  
emp_10978,  girish.tata8  ,Girish Tata,Fin,Administrator,,WS-10978,DEV77256,OOO,,not available,manager697
EMP10691,,Joshua Viswanathan,information tech,Executive,,LPT-10691,DEV69372,Enabled,,,manager557
EMP-10932,ayush.zacharia48,Ayush Zacharia,HR,Specialist,work from home,ws-10932,,Live,2024-11-11 09:52:12,,manager635
EMP11241,bhavani.shetty89,Bhavani Shetty,IT Support,Consultant,Branch Office,WS-11241,,D,2021/12/23,2025/04/04,manager317
emp12259,yashasvi.mammen73,Yashasvi Mammen,Procurement,Analyst,Regional_Office,LPT-12259,dev 62138,Enabled,28/08/2024,not available,manager659
EMP11672,ishwar.ganesan93,Ishwar Ganesan,MKT,Officer,branch office,WS-11672.corp.local,DEV46915,ACTIVE,,NA,NA
emp11426,  qasim.gade91  ,Qasim Gade,IT,Consultant,HEAD OFFICE,VDR-11426,dev 46369,ON_LEAVE,26/08/2021 07:17,NA,manager855
10221,wakeeta.sur18,Wakeeta Sur,Ops,Specialist,remote,LPT-10221,DEV-61505,Leave,,not available,NA
EMP10543,bhavna.ramesh73,Bhavna Ramesh,RD,Engineer,Work_From_Home,ws-10543,dev 70142,A,12-28-2024 04:57:23 AM,,
EMP11286,quincy.saran73,Quincy Saran,RD,Officer,branch office,WS-11286,DEV-67264,A,24/06/2024,,MANAGER420
EMP12209,gaurang.pathak52,Gaurang Pathak,Supply Chain,Specialist,Remote,VDR_12209,DEV71529,Live,26/03/2025,not available,manager891
EMP10789,JASMIT.BOSE49,Jasmit Bose,MKT,Officer,Data_Center,LPT-10789,,Blocked,02/08/2022,2025-09-24 13:19:49,  manager127  
EMP-10794,zashil.mistry18,Zashil Mistry,Ops Team,Executive,,WS-10794,dev 57338,ACTIVE,11/01/2023,NA,manager398
EMP11720,faqid.dixit37,Faqid Dixit,Research and Development,Analyst,Data Center,VDR-11720,DEV-95381,Active,,not available,manager289
EMP 12005,xavier.date15,Xavier Date,sales dept,Director,,VDR-12005,,Active,2023-12-24 04:18:21,not available,manager687
emp11563,JEET.RAJU59,Jeet Raju,Procurement,Administrator,WAREHOUSE,WS-11563,,Active,1753785639,NA,unknown
EMP10612,OMYA.RAM43,Omya Ram,Operations,Director,DATA CENTER,LPT-10612,DEV39716,Working,14-Feb-2025 06:51:53,,
EMP11456,dev.kata13,Dev Kata,LEGAL,Analyst,,WS-11456,DEV26874,Enabled,2023-04-08T00:23:27,NA,manager111
EMP11718,ISHAAN.RATTA20,Ishaan Ratta,Call Center,Analyst,Regional_Office,VDR-11718,DEV-91630,Working,24/09/2024,NA,manager497
EMP-10272,chandani.sane64,Chandani Sane,Call Center,Consultant,REMOTE,WS-10272,,ACTIVE,1701539642,NA,manager914
EMP10521,damyanti.nayak82,Damyanti Nayak,IT,Administrator,Head_Office,LPT-10521,dev 68877,Live,01-04-2024 03:08:05 PM,,unknown
EMP11003,yashasvi.nayar20,Yashasvi Nayar,Legal,Engineer,Branch Office,VDR_11003,DEV37508,A,2024-05-21 14:43:32,,MANAGER665
EMP11373,vanya.barman11,Vanya Barman,sales dept,Manager,remote,LPT-11373,dev 76461,A,09/11/2023 20:43,NA,manager625
12522,kabir.thakur63,Kabir Thakur,sales dept,Analyst,REMOTE,lpt-12522,dev 73780,A,04-Aug-2023 19:03:20,not available,manager977
EMP11938,omya.choudhury49,Omya Choudhury,Operations,Consultant,head office,WS-11938,dev 77618,A,2021/04/10,not available,MANAGER676
10350,  ansh.majumdar95  ,Ansh Majumdar,Finance,Manager,Head_Office,VDR-10350,DEV27984,Active,1621815287,NA,manager455
EMP10949,,Rachita Gala,CS,Executive,,VDR_10949,DEV-63313,Enabled,,not available,manager901
EMP12126,ekiya.kota86,Ekiya Kota,PURCH,Specialist,REMOTE,VDR-12126,DEV-84509,Exited,11/03/2025 21:37,2025-03-23 06:54:47,manager942
EMP12387,advik.sura55,Advik Sura,legal,Consultant,Branch Office,WS_12387,DEV-54141,Live,1780208060,NA,
EMP12862,mahika.borra10,Mahika Borra,Human Resource,Consultant,warehouse,WS-12862,dev 83712,L,09-Dec-2021 07:18:14,21/12/2021 23:48,manager286
emp12672,meera.kulkarni21,Meera Kulkarni,Ops Team,Engineer,,LPT-12672,dev32716,Enabled,06-05-2021 06:02:25 AM,not available,  manager168  
EMP10298,ARADHANA.YOGI41,Aradhana Yogi,MKT,Trainee,warehouse,LPT-10298,,ACTIVE,05-May-2023 19:22:01,NA,  manager677  
EMP11179,ishani.tak59,Ishani Tak,Customer Support,Administrator,warehouse,vdr-11179,dev50112,Live,09/08/2023 07:08,,unknown
emp_11036,SANAYA.CHAUDHURI76,Sanaya Chaudhuri,information tech,Engineer,HEAD OFFICE,vdr-11036,,Enabled,1775918889,,MANAGER349
EMP12580,lohit.muni84,Lohit Muni,Business Sales,Officer,data center,VDR-12580,DEV-47877,Leave,1617912014,NA,
EMP 10168,kamala.chakrabarti17,Kamala Chakrabarti,Customer Support,Manager,REGIONAL OFFICE,VDR-10168,,Active,2020-02-26 15:22:03,not available,manager284
EMP12582,YASHVI.JAYARAMAN60,Yashvi Jayaraman,SALES,Consultant,,LPT-12582,DEV63947,Enabled,11-21-2021 01:35:29 PM,,  manager565  
EMP12266,leena.sama5,Leena Sama,Purchase,Analyst,,WS-12266,,Working,2022-01-28 23:13:55,not available,manager882
EMP 11954,krishna.mukherjee27,Krishna Mukherjee,Ops Team,Engineer,Work_From_Home,VDR-11954,dev43779,Working,,,manager845
emp12073,yashvi.biswas33,Yashvi Biswas,Supply Chain,Trainee,,VDR-12073,DEV-25267,ACTIVE,,,  manager968  
EMP12377,omkaar.peri46,Omkaar Peri,CS,Specialist,Data_Center,LPT-12377,,ACTIVE,2025-05-05 03:24:19,NA,manager582
EMP10765,fiyaz.narayanan27,Fiyaz Narayanan,Accounts,Consultant,Branch_Office,VDR-10765,DEV24884,A,1775775752,not available,unknown
12190,amrita.bhagat78,Amrita Bhagat,PURCH,Engineer,DATA CENTER,VDR-12190,DEV82413,ACTIVE,2025-06-16 23:06:21,NA,manager873
EMP12166,advika.barman44,Advika Barman,Call Center,Analyst,Warehouse,WS-12166.corp.local,DEV50438,Working,16/11/2021 19:01,,manager618
EMP-12302,jeremiah.barman92,Jeremiah Barman,Human Resource,Specialist,Warehouse,VDR-12302,DEV59842,Active,09-16-2021 12:37:49 PM,NA,  manager924  
EMP10219,ira.barad51,Ira Barad,Ops,Consultant,Warehouse,WS-10219,dev28909,Live,2024-04-30T18:55:34,NA,manager141
EMP10367,abeer.nori99,Abeer Nori,Business Sales,Trainee,REMOTE,WS-10367,dev 44735,Deactivated,,2026-08-09T10:13:37,
EMP12545,odika.gara44,Odika Gara,RD,Trainee,warehouse,WS-12545,dev 13935,Enabled,17/03/2024 16:51,,manager441
EMP10879,  indali.ramakrishnan84  ,Indali Ramakrishnan,Supply Chain,Trainee,Remote,VDR-10879,DEV84600,Active,1590904841,,
EMP12347,bahadurjit.zachariah8,Bahadurjit Zachariah,RnD,Analyst,Work From Home,LPT-12347.corp.local,dev12380,A,2023-09-12 05:53:06,,unknown
EMP 11323,frederick.shetty55,Frederick Shetty,Support,Executive,HEAD OFFICE,WS-11323.corp.local,DEV-25465,LEFT,,02-Aug-2024 10:59:48,manager159
EMP 11392,qadim.zacharia93,Qadim Zacharia,Compliance,Analyst,head office,VDR-11392,dev81001,Active,2021-04-16T18:34:29,NA,manager702
10351,rudra.chakraborty67,Rudra Chakraborty,Support,Administrator,,WS-10351,DEV-26637,Active,,not available,manager220
EMP11053,rajata.sandhu83,Rajata Sandhu,Accounts,Administrator,,,dev99268,Live,02-07-2022 04:35:04 PM,not available,manager778
EMP-11211,gagan.sunder65,Gagan Sunder,HR,Trainee,REGIONAL OFFICE,WS-11211,dev 64270,Active,30/12/2022,NA,NA
EMP12482,chakrika.nagar94,Chakrika Nagar,Mktg,Manager,Work_From_Home,WS-12482,DEV-25608,Active,21-Jul-2022 22:31:07,,manager684
emp11967,geetika.ratti44,Geetika Ratti,LEGAL,Manager,head office,WS-11967,,Working,03-20-2026 06:58:19 AM,NA,manager632
EMP12771,garima.sinha95,Garima Sinha,RnD,Director,,VDR-12771,DEV-70816,A,02/11/2023,not available,manager481
emp_12442,,Darpan Singhal,Procurement,Manager,,ws-12442,,Live,07-02-2026 10:53:48 AM,not available,manager817
EMP10498,janaki.pathak70,Janaki Pathak,MKT,Executive,Remote,VDR-10498,dev 94926,Working,04/02/2020 15:25,,manager668
EMP11735,dayamai.dora92,Dayamai Dora,IT Dept,Administrator,Remote,LPT-11735,,Live,2024/01/07,,manager482
EMP10210,  yahvi.modi57  ,Yahvi Modi,Legal Dept,Trainee,,LPT-10210.corp.local,dev 54589,Active,29-Aug-2022 03:50:24,not available,
EMP12487,keya.khanna72,Keya Khanna,LEGAL,Executive,Remote,VDR-12487,DEV-18204,A,1610646896,not available,  manager413  
EMP12838,samesh.parmer83,Samesh Parmer,hr dept,Specialist,branch office,LPT_12838,DEV13346,Enabled,05/09/2023 16:32,not available,  manager322  
emp_10227,OSCAR.DUBEY95,Oscar Dubey,Information Technology,Executive,Warehouse,lpt-10227,dev 83516,ACTIVE,08-19-2025 11:12:33 AM,,manager485
EMP10365,qushi.patla41,Qushi Patla,Legal,Consultant,remote,WS-10365,dev 45645,Active,09-21-2021 07:20:56 PM,,manager888
emp10965,nisha.walla79,Nisha Walla,Mktg,Officer,DATA CENTER,LPT-10965,dev65982,Working,2025-07-12 13:45:12,not available,manager430
emp10276,manthan.bansal82,Manthan Bansal,Purchase,Trainee,Regional_Office,WS-10276,,Working,,,manager117
EMP12299,arunima.dube33,Arunima Dube,sales team,Director,regional office,lpt-12299,,Resigned,19/09/2024,04-14-2025 06:13:29 PM,manager203
EMP11877,osha.mani16,Osha Mani,Supply Chain,Analyst,WORK FROM HOME,VDR-11877,DEV-51558,Active,2024-07-26T15:42:06,not available,unknown
EMP12670,maanas.tata14,Maanas Tata,Procurement,Executive,warehouse,LPT-12670,DEV31745,A,29-Aug-2020 13:46:56,,
EMP 11103,naksh.khalsa84,Naksh Khalsa,finance dept,Director,DATA CENTER,LPT-11103.corp.local,DEV-43315,Working,11-27-2025 06:49:10 PM,not available,manager308
EMP10407,abha_agrawal9,Abha Agrawal,Human Resource,Director,WAREHOUSE,ws-10407,DEV-82358,A,05-08-2022 03:01:33 AM,not available,manager994
EMP12044,  daksh.swamy14  ,Daksh Swamy,Ops,Consultant,Branch Office,LPT-12044,DEV38389,Enabled,,,manager319
EMP11124,hamsini.d’alia20,Hamsini D’Alia,legal,Manager,Data_Center,LPT-11124,dev 30398,Live,16/02/2022 03:23,,manager504
EMP 12406,aahana.bandi23,Aahana Bandi,Accounts,Executive,data center,WS-12406,DEV-43361,Active,2024/09/28,NA,manager267
EMP10785,jackson.balasubramanian40,Jackson Balasubramanian,RD,Officer,HEAD OFFICE,LPT-10785,,Working,15/07/2023,,NA
EMP12564,rishi.krishna56,Rishi Krishna,Brand Team,Trainee,Head Office,VDR-12564,,A,1731941368,not available,NA
EMP12627,brijesh.chaudry21,Brijesh Chaudry,Marketing,Engineer,,,DEV-24746,Live,2021-11-21 03:19:01,NA,manager395
EMP12380,RYAN.ARYA70,Ryan Arya,Customer Support,Consultant,Head Office,LPT-12380,DEV-48879,Resigned,2021/08/14,,unknown
10007,janya.bhatia21,Janya Bhatia,Ops,Consultant,Branch_Office,VDR_10007,DEV44993,A,24-Oct-2025 17:00:29,NA,manager723
EMP11244,qasim.bahl54,Qasim Bahl,Human Resources,Manager,Data Center,LPT-11244,DEV88830,ACTIVE,04/04/2023,NA,manager121
EMP11289,alka.mody73,Alka Mody,Brand Team,Analyst,,WS-11289,dev 26506,Active,2020-01-19T11:52:34,not available,manager881
emp_10864,nidra.bora32,Nidra Bora,Ops Team,Specialist,REGIONAL OFFICE,VDR-10864,,Live,12-27-2023 06:20:48 PM,not available,manager431
EMP10415,hredhaan.dave8,Hredhaan Dave,customer care,Executive,HEAD OFFICE,WS-10415,DEV-76426,Working,2024-06-16T21:36:48,,
EMP10044,gopal.lala36,Gopal Lala,Human Resources,Administrator,,VDR-10044,dev 76768,Active,2024-07-23 23:08:34,,manager128
EMP11742,ZANSI.SHA95,Zansi Sha,Business Sales,Consultant,Data_Center,LPT-11742,dev52662,A,05/03/2023 20:54,not available,manager504
EMP 11713,gabriel_pal27,Gabriel Pal,RnD,Executive,HEAD OFFICE,WS-11713,DEV39805,A,06-26-2025 04:41:02 AM,,MANAGER124
EMP11691,WARJAS.BEDI21,Warjas Bedi,MKT,Officer,remote,LPT-11691.corp.local,DEV34896,Active,2026-02-26 13:09:39,not available,manager545
EMP 10199,nathan.sampath88,Nathan Sampath,Ops Team,Consultant,regional office,LPT-10199,DEV82089,A,2022-07-20 22:23:27,NA,
EMP10283,eshana.sahni88,Eshana Sahni,Brand Team,Officer,Warehouse,VDR-10283,DEV-14312,Active,2022-09-04T01:40:42,,manager312
10231,  gopal.prabhakar93  ,Gopal Prabhakar,MKT,Administrator,Head Office,VDR-10231,DEV98686,ACTIVE,2023-05-10 18:28:18,NA,
EMP10718,anamika.radhakrishnan8,Anamika Radhakrishnan,Purchase,Engineer,warehouse,VDR-10718,dev25963,Live,07-Jan-2021 18:08:31,,manager719
emp12947,yash.sur34,Yash Sur,HR,Administrator,,LPT-12947,DEV-13450,ACTIVE,2024/08/28,NA,manager283
EMP10096,,Lopa Sethi,marketing dept,Director,work from home,VDR-10096,DEV-14809,A,2022/09/04,not available,  manager218  
EMP12826,david.sha41,David Sha,LEGAL,Director,Head Office,LPT-12826,dev 63528,A,1690579442,not available,NA
EMP12648,theodore.ratti88,Theodore Ratti,customer care,Specialist,Work From Home,LPT-12648,,Working,2023-07-23 01:17:24,NA,MANAGER435
EMP11474,ishwar.sha2,Ishwar Sha,operations dept,Consultant,,,dev 68246,Enabled,1777169226,,manager645
EMP-10881,  umang.datta23  ,Umang Datta,SALES,Director,head office,LPT-10881,DEV37292,Working,2023-06-04 04:50:16,NA,manager870
11419,daksha.sabharwal88,Daksha Sabharwal,HR,Officer,Data Center,vdr-11419,,ACTIVE,2023-02-10 03:36:43,NA,unknown
EMP 12542,karan.bala49,Karan Bala,Business Sales,Analyst,DATA CENTER,LPT-12542,dev 29570,Live,10-25-2023 09:49:45 PM,not available,manager273
emp_12949,chandresh.samra52,Chandresh Samra,R&D,Executive,Branch Office,VDR-12949,DEV80247,Active,03/01/2020,NA,  manager873  
EMP-12666,harish.sampath8,Harish Sampath,Accounts,Director,Regional_Office,WS-12666,DEV-69318,A,1666723211,not available,unknown
EMP 12254,harini.ram37,Harini Ram,Purchase,Engineer,Remote,VDR-12254,dev 11599,Live,2024-12-03T19:44:41,NA,manager384
EMP-11462,tejas.dugar38,Tejas Dugar,OPERATIONS,Director,Head_Office,ws-11462,DEV-52550,Active,20/04/2020 15:39,not available,manager465
EMP10104,leena.kalla70,Leena Kalla,Legal Dept,Trainee,Remote,LPT-10104,,Active,26/12/2021 15:40,not available,unknown
EMP12298,siya.bhandari78,Siya Bhandari,Compliance,Executive,,LPT-12298,DEV-26970,D,,,manager250
EMP12872,divya.chakrabarti94,Divya Chakrabarti,RD,Officer,,WS-12872,dev 53325,Enabled,2024-06-12 02:12:31,,NA
11725,advik.wagle63,Advik Wagle,RnD,Officer,WAREHOUSE,WS-11725.corp.local,dev 97428,Disabled,11-Feb-2022 02:52:43,10-Jan-2023 08:52:56,unknown
EMP12609,gagan.sankar65,Gagan Sankar,Compliance,Analyst,,LPT-12609.corp.local,,ACTIVE,2025-12-11T07:19:39,not available,manager708
EMP11102,NIDRA.SENGUPTA76,Nidra Sengupta,Ops,Administrator,branch office,VDR-11102,,Enabled,04-Sep-2024 07:41:03,NA,manager490
EMP12820,chandran.ganesan24,Chandran Ganesan,legal,Analyst,Head_Office,VDR-12820,DEV79919,ACTIVE,17/02/2021 08:46,not available,NA
EMP10807,vidhi.kuruvilla75,Vidhi Kuruvilla,IT Support,Officer,branch office,VDR-10807,,On Leave,06-17-2021 04:21:26 PM,NA,unknown
EMP10226,watika_muni41,Watika Muni,Legal,Executive,Data Center,vdr-10226,,Live,1741979191,not available,
EMP 10840,azad.hora31,Azad Hora,Human Resource,Executive,BRANCH OFFICE,LPT-10840,DEV42189,Blocked,22/08/2022,2025-01-08 11:22:19,NA
EMP12369,chaaya.cherian34,Chaaya Cherian,IT Dept,Officer,,VDR-12369,DEV96164,Active,2021-06-16 07:50:21,,manager148
EMP11621,wriddhish.chaudhari31,Wriddhish Chaudhari,RD,Engineer,Work_From_Home,WS-11621,dev 15451,Enabled,,not available,NA
EMP 12639,chakrika.shankar97,Chakrika Shankar,Research and Development,Officer,Regional_Office,LPT-12639.corp.local,DEV73065,Working,2020-07-09T03:30:35,NA,manager598
emp12528,,Qabil Bose,R&D,Administrator,BRANCH OFFICE,LPT-12528.corp.local,dev94122,OOO,13-Sep-2024 11:26:31,,
